umur,gender,rata2_tidur_hari,rata2_belajar_hari,rata2_bermain_game_hari,rata2_buka_sosmed_hari,jumlah_kopi_hari,jumlah_matcha_hari,jumlah_ukm,jarak_kampus_km,asal_sekolah,rata2_olahraga_hari,memiliki_laptop,bekerja,ipk
19,M,5.7,7.3,4.2,1.4,2.0,1,2,22.8,sma,0.7,1,1,4.0
20,m,6.3,4.2,1.2,3.5,1.0,1,1,13.8,sma,0.3,0,0,3.39
18,M,6.1,4.5,3.0,3.2,,2,2,20.0,SMA,0.4,0,0,3.29
18,M,6.1,4.4,1.5,2.7,2.0,0,0,19.7,smk,0.7,1,0,3.78
19,F,6.2,6.5,3.1,3.0,1.0,2,0,10.9,smk,1.5,1,0,4.0
20,F,5.2,4.5,4.2,2.0,0.0,2,1,14.5,sma,1.0,1,0,3.4
18,f,6.3,7.5,2.6,3.9,2.0,0,1,6.1,smk,0.8,1,0,4.0
20,female,4.3,7.3,2.2,3.9,2.0,2,1,23.6,smk,1.0,1,0,3.87
20,M,5.3,7.6,3.4,2.9,1.0,2,1,5.6,sma,0.4,1,0,4.0
19,m,6.5,5.0,5.0,2.4,0.0,0,0,8.7,,0.2,1,1,3.23
20,m,5.4,5.8,3.4,2.9,0.0,1,0,17.8,,1.1,1,0,3.49
19,male,6.8,4.7,2.3,3.8,2.0,0,2,21.9,SMK,1.5,1,0,3.69
20,male,4.8,7.7,3.4,3.4,0.0,1,0,12.9,sma,0.0,1,0,3.72
18,M,6.5,5.6,1.8,2.6,1.0,2,2,6.3,SMA,0.7,1,1,3.92
18,m,6.8,6.6,4.1,1.5,1.0,0,0,12.4,sma,1.9,1,0,4.0
18,female,,3.9,3.2,1.8,0.0,1,1,12.3,sma,0.1,1,0,3.41
18,M,5.3,6.3,2.0,1.2,1.0,2,2,22.8,smk,0.4,1,0,4.0
20,male,6.9,6.0,1.1,2.1,1.0,0,0,3.5,smk,0.8,1,1,4.0
19,f,4.1,3.6,1.9,3.4,0.0,0,2,18.5,smk,0.7,1,0,2.88
20,M,5.0,6.6,1.4,3.0,2.0,2,0,23.6,smk,1.5,1,0,4.0
19,m,6.9,5.9,2.5,3.8,1.0,0,1,13.2,sma,1.8,1,0,3.85
20,male,6.9,5.8,1.1,2.8,2.0,2,1,9.7,smk,0.4,1,0,4.0
20,M,5.5,5.0,3.4,1.1,0.0,2,1,22.1,SMA,1.7,1,0,4.0
19,m,6.2,4.4,4.0,1.1,0.0,1,2,9.1,smk,1.4,0,0,3.44
18,M,4.8,4.3,3.6,1.4,1.0,1,1,15.3,SMK,0.9,1,0,3.44
19,m,6.0,7.0,1.7,2.3,1.0,2,1,13.1,SMK,1.8,1,0,4.0
19,male,5.9,4.2,4.6,3.6,0.0,2,0,9.1,smk,1.6,1,0,2.98
20,m,4.1,6.5,3.6,2.2,2.0,1,2,24.7,SMK,0.2,1,0,3.6
19,m,5.6,6.9,2.3,2.1,2.0,1,0,17.9,,1.2,1,0,4.0
19,female,4.4,5.0,1.4,3.4,1.0,1,0,1.6,sma,1.8,1,0,3.46
19,,4.6,3.3,4.8,2.6,1.0,0,2,14.6,smk,0.8,1,0,2.83
18,male,4.9,3.6,4.4,2.8,,1,1,24.5,,1.4,1,1,2.83
20,male,6.4,4.4,3.2,3.1,2.0,2,1,23.8,SMK,0.7,1,0,3.36
19,female,6.2,8.0,5.0,3.2,0.0,0,2,11.8,smk,1.1,1,1,3.87
20,M,5.3,5.8,2.6,1.6,2.0,2,2,16.5,sma,0.5,1,0,4.0
20,F,5.1,6.1,1.6,1.2,1.0,2,2,8.5,SMA,1.0,1,0,4.0
19,male,4.9,3.8,3.6,3.8,0.0,2,2,1.1,SMK,1.3,1,1,2.73
19,male,5.9,5.3,4.9,3.0,2.0,0,0,3.6,sma,1.8,1,0,3.5
18,F,4.1,4.5,3.3,2.3,0.0,2,1,22.7,sma,0.4,0,0,3.1
20,female,6.9,7.6,4.8,3.5,2.0,2,1,6.3,sma,2.0,1,0,4.0
18,f,4.6,3.2,4.8,3.8,0.0,1,1,14.4,SMA,1.7,1,0,2.33
19,m,5.1,3.9,4.7,1.3,1.0,1,2,10.3,SMK,0.8,1,1,3.16
19,F,5.3,7.7,3.9,2.4,1.0,1,1,15.2,smk,1.8,1,0,4.0
20,male,6.1,3.9,3.4,3.5,2.0,2,2,13.4,SMA,1.8,1,1,3.36
18,M,5.8,4.6,1.2,3.8,2.0,2,2,17.2,,2.0,0,0,3.56
20,female,6.6,7.6,3.7,3.8,1.0,0,2,22.5,smk,0.1,1,0,4.0
20,f,5.4,5.8,1.6,2.4,1.0,2,2,12.7,sma,0.4,0,0,3.86
20,female,6.9,7.4,2.0,1.4,0.0,1,2,18.1,smk,0.1,1,0,4.0
18,f,4.1,3.7,3.6,3.4,2.0,1,1,11.8,SMA,0.8,1,0,2.84
19,f,6.2,3.2,3.6,1.7,0.0,0,2,13.2,SMA,1.1,1,1,3.11
20,F,,5.2,4.2,1.0,2.0,0,2,4.2,,1.6,1,0,4.0
20,female,5.3,5.4,4.1,1.3,2.0,0,0,18.8,smk,1.5,1,0,3.79
20,m,4.9,6.5,4.3,3.2,,1,1,9.5,sma,1.9,1,0,3.78
19,female,6.0,6.2,1.8,1.1,0.0,0,0,20.6,sma,0.8,1,1,4.0
18,female,4.6,4.9,3.5,1.1,1.0,0,1,16.4,SMA,1.8,1,0,3.78
19,male,6.0,5.8,1.6,1.9,2.0,1,1,19.9,sma,0.2,1,0,4.0
19,M,4.1,6.4,2.9,2.0,1.0,2,2,20.5,SMK,0.3,1,0,3.84
18,female,6.8,3.9,3.7,3.0,2.0,2,1,21.0,SMK,1.5,1,0,3.44
20,M,4.7,3.3,3.5,2.3,0.0,2,2,9.1,SMK,1.1,1,0,2.94
18,m,4.1,6.6,4.6,3.4,1.0,1,2,3.2,SMK,1.3,1,0,3.37
19,f,6.5,4.8,1.3,2.9,1.0,2,0,8.9,SMK,1.0,1,0,4.0
19,F,7.0,3.0,2.7,1.8,0.0,2,1,4.4,SMA,1.4,1,0,3.42
20,M,4.9,3.3,1.2,2.3,1.0,2,2,2.6,sma,0.8,1,1,3.12
18,F,6.5,3.1,3.5,2.2,2.0,0,0,3.7,SMK,1.3,1,0,3.24
20,male,5.4,5.7,3.7,1.1,1.0,0,0,5.1,,0.9,1,0,3.78
19,m,5.0,6.0,4.9,3.9,0.0,2,2,22.6,sma,1.1,1,1,3.04
18,F,4.1,7.1,3.2,2.0,1.0,2,2,6.0,smk,0.6,1,1,3.99
20,male,4.3,3.7,2.2,1.8,2.0,2,2,19.3,smk,0.5,1,1,3.3
19,F,5.9,4.1,1.2,2.8,1.0,2,1,6.4,SMA,1.8,1,0,3.72
20,f,5.4,3.7,3.7,1.6,1.0,1,1,16.5,sma,0.6,1,1,3.23
20,female,5.4,7.0,3.9,1.9,1.0,2,0,19.7,SMA,1.2,1,0,4.0
19,F,4.0,6.4,1.1,3.1,2.0,2,2,3.8,smk,1.7,0,1,3.81
19,female,6.1,7.6,2.4,2.5,1.0,1,2,15.2,sma,1.5,1,1,4.0
20,f,5.1,7.8,4.8,1.4,0.0,0,1,18.4,SMK,0.4,1,0,4.0
20,f,6.4,3.7,1.4,3.8,2.0,1,1,19.5,smk,0.9,1,0,3.51
18,male,5.7,4.3,1.6,1.7,1.0,1,1,11.4,SMA,0.3,1,0,3.67
20,m,5.4,4.1,1.8,2.3,0.0,1,1,1.4,SMK,1.4,1,0,3.46
20,M,5.2,3.1,1.7,3.0,0.0,1,1,16.2,SMK,0.3,1,0,3.15
18,f,5.6,3.7,2.8,3.6,,2,2,15.2,sma,0.4,1,0,3.0
19,female,4.2,3.5,2.7,1.9,2.0,0,2,15.3,SMK,0.6,1,0,3.2
18,M,6.8,5.7,4.3,2.1,,0,2,1.2,sma,1.0,1,0,3.78
18,m,5.9,7.4,2.7,2.0,1.0,0,2,3.8,sma,0.6,1,0,4.0
20,f,6.7,5.1,1.1,3.6,,1,2,1.6,sma,0.8,1,0,3.6
19,f,5.7,3.7,3.2,2.0,0.0,1,2,1.8,sma,0.3,1,0,3.18
20,male,4.2,4.1,5.0,2.3,0.0,1,0,24.7,SMA,1.6,1,0,2.82
18,male,5.7,3.8,2.6,2.0,1.0,1,0,23.6,SMK,1.4,1,1,3.4
18,male,6.4,5.7,3.2,1.2,0.0,1,1,12.0,SMK,1.4,1,0,4.0
19,f,6.5,7.4,1.6,2.0,2.0,2,2,1.1,sma,1.9,1,0,4.0
19,male,5.9,4.9,1.6,3.1,0.0,1,2,1.4,SMA,0.4,0,0,3.35
20,m,6.9,4.0,1.4,1.4,0.0,1,0,10.4,SMA,1.7,1,0,4.0
20,m,6.5,3.6,4.2,2.4,0.0,1,0,13.2,,1.9,1,1,3.22
18,female,5.4,6.8,3.1,1.7,2.0,0,2,9.1,SMK,0.7,1,0,4.0
19,male,6.4,4.3,1.0,2.5,2.0,2,0,20.4,smk,1.0,1,0,3.85
20,male,4.3,4.3,4.6,3.1,2.0,1,2,6.9,SMA,0.7,1,0,3.01
18,F,6.9,4.6,2.9,3.4,2.0,1,1,4.1,sma,0.4,1,0,3.55
20,female,5.9,7.7,1.5,1.3,2.0,1,1,6.0,sma,1.9,0,0,4.0
19,F,4.1,7.6,1.6,2.7,2.0,0,2,15.4,SMK,1.1,1,0,4.0
19,female,4.8,3.4,1.6,3.1,1.0,0,0,15.7,smk,1.2,1,0,3.04
19,M,5.5,7.4,4.5,1.1,2.0,2,1,10.7,smk,0.0,1,0,4.0
19,m,6.3,5.1,1.2,1.5,2.0,0,0,8.2,SMA,1.7,1,0,4.0
18,f,4.6,3.2,2.2,3.1,0.0,2,2,1.5,smk,0.7,1,0,2.87
18,F,5.7,4.8,1.3,3.7,2.0,0,1,7.5,smk,1.9,1,0,3.68
18,F,4.3,5.2,3.9,1.5,0.0,1,0,2.1,SMK,0.3,1,0,3.41
20,M,5.5,3.5,2.4,1.4,1.0,0,1,2.7,SMK,0.5,1,0,3.51
19,M,5.7,4.9,2.1,3.0,1.0,1,0,7.1,sma,0.6,1,1,3.7
19,female,6.9,4.0,4.3,2.7,0.0,1,2,18.0,sma,0.4,1,0,3.21
18,F,6.4,4.4,4.5,3.5,0.0,1,2,8.7,SMK,0.9,1,1,2.94
19,M,6.7,3.3,4.5,3.1,0.0,0,0,15.0,SMA,1.9,1,0,3.07
20,M,6.7,5.5,3.8,1.3,0.0,2,2,16.3,SMK,0.9,1,0,4.0
19,F,4.7,4.1,4.9,1.9,0.0,0,1,10.2,SMA,0.4,1,1,2.83
18,M,4.3,6.7,4.0,3.0,1.0,0,0,21.3,smk,1.3,1,0,3.76
20,,5.4,3.7,2.6,1.5,1.0,2,1,24.8,,2.0,1,0,3.66
18,m,,6.5,4.9,1.9,1.0,2,2,13.4,SMA,1.1,1,0,4.0
19,M,5.8,7.5,1.8,3.4,2.0,1,2,6.8,smk,1.8,1,0,4.0
19,male,6.3,7.6,3.1,1.3,2.0,0,0,21.2,smk,0.5,0,0,4.0
18,f,6.9,3.3,4.6,3.4,1.0,0,2,23.4,SMK,0.7,1,1,2.7
20,M,6.4,5.0,3.3,3.4,1.0,0,0,20.9,sma,1.4,1,0,3.58
20,f,6.2,6.5,3.9,2.4,0.0,0,1,16.0,SMK,1.7,1,1,3.86
20,F,,3.7,1.5,3.1,0.0,2,1,18.2,smk,0.2,1,0,2.94
18,F,5.1,5.2,1.3,3.4,0.0,0,2,12.5,sma,1.1,1,0,3.64
20,F,6.9,6.4,2.7,3.1,2.0,2,1,6.5,SMA,0.2,1,1,4.0
19,m,,7.9,4.5,4.0,2.0,1,1,20.8,smk,0.5,0,1,3.81
19,male,6.2,5.3,2.3,3.6,2.0,1,2,18.8,smk,1.6,1,0,3.94
19,f,5.2,3.5,2.9,1.3,2.0,0,0,21.6,SMK,1.8,1,0,3.58
18,male,5.0,3.7,1.6,3.1,2.0,1,2,21.3,sma,1.7,1,0,3.37
20,m,4.5,3.7,3.4,3.7,0.0,2,0,550.0,SMA,0.5,1,1,2.69
18,M,5.9,3.8,4.4,2.3,0.0,0,0,7.6,smk,0.3,0,0,2.83
20,male,4.8,3.9,4.1,3.8,0.0,2,0,21.1,smk,1.4,1,0,2.73
19,M,6.6,4.5,4.8,2.0,1.0,2,2,6.8,,1.5,1,1,3.63
18,m,6.4,3.6,4.7,3.5,,1,0,7.3,smk,0.4,1,1,2.77
19,f,4.2,5.0,3.3,3.6,0.0,2,1,2.5,sma,1.5,1,0,3.16
19,female,4.1,7.8,1.9,1.1,2.0,2,1,14.4,sma,0.4,1,0,4.0
20,F,5.4,6.6,1.4,2.2,2.0,0,1,4.8,sma,0.6,1,0,4.0
20,m,5.2,5.0,1.9,1.1,1.0,1,1,20.0,smk,1.2,1,1,3.99
19,m,6.0,5.0,3.2,2.9,1.0,1,0,11.0,SMK,0.3,1,0,3.49
19,M,5.3,6.4,1.1,2.8,0.0,2,1,6.1,sma,0.1,1,0,3.98
18,m,5.3,4.3,4.0,2.9,2.0,0,1,21.4,smk,1.2,1,0,3.32
20,male,5.1,3.6,1.1,1.3,1.0,2,2,21.3,smk,1.5,1,0,3.83
18,male,6.9,6.9,4.7,3.1,1.0,0,1,2.8,sma,0.9,1,0,3.86
19,male,6.5,3.8,2.3,2.6,1.0,2,0,14.9,SMA,0.4,1,0,3.61
18,f,4.8,3.6,1.5,2.0,1.0,1,0,3.5,SMA,1.7,1,1,3.33
18,F,5.4,3.8,4.8,3.3,0.0,1,0,11.2,sma,1.8,0,1,2.64
18,M,5.0,5.6,4.1,3.5,1.0,1,1,16.1,sma,1.1,1,0,3.42
18,f,5.3,4.4,1.4,1.2,2.0,1,0,16.9,SMK,1.4,0,0,3.91
20,male,6.4,5.8,4.4,2.6,0.0,1,0,2.7,smk,1.4,1,0,3.51
20,male,4.6,4.3,1.2,3.9,1.0,0,2,12.5,SMA,1.8,1,0,3.34
18,m,4.4,6.8,1.3,1.0,0.0,0,1,22.5,SMA,1.6,1,0,4.0
18,f,5.5,3.6,1.0,3.0,1.0,0,1,2.8,sma,0.1,1,0,3.48
20,F,5.1,5.3,2.9,1.8,0.0,1,0,15.8,smk,2.0,1,0,3.88
19,f,,5.6,4.0,1.1,2.0,1,0,4.2,SMK,1.8,1,0,4.0
20,M,4.6,7.9,3.7,3.3,2.0,0,0,1.2,sma,1.4,1,0,4.0
18,f,6.9,5.1,4.1,1.3,0.0,0,0,5.0,smk,1.6,1,0,3.94
19,male,4.2,7.7,3.8,2.0,1.0,0,2,15.4,sma,1.3,1,0,3.96
19,male,,4.7,2.5,3.7,1.0,1,0,24.7,sma,0.9,1,1,3.31
18,male,,5.2,4.8,1.6,2.0,1,2,7.9,smk,0.9,1,1,3.5
18,female,6.2,6.1,3.7,2.1,1.0,1,0,12.1,sma,0.0,1,0,3.74
20,F,6.9,5.2,4.9,1.4,2.0,1,2,3.7,SMA,1.8,1,0,4.0
18,M,4.6,5.5,4.2,1.5,0.0,0,2,9.2,sma,1.3,1,1,3.49
20,female,6.4,3.3,1.8,3.0,0.0,2,1,14.1,SMA,1.9,1,0,3.57
19,F,6.3,4.7,3.5,1.2,2.0,1,0,9.5,sma,0.6,1,0,3.92
18,female,6.9,5.8,1.7,3.8,1.0,1,2,17.6,SMA,1.2,0,0,3.79
19,male,5.4,4.0,4.0,2.4,0.0,1,2,23.6,smk,1.3,1,1,3.05
18,M,5.8,6.7,1.0,1.8,0.0,0,2,16.3,SMK,0.6,1,0,4.0
20,female,,7.9,3.6,3.6,1.0,2,1,5.3,,0.0,1,0,4.0
19,male,5.1,7.9,2.7,1.5,0.0,2,1,21.0,smk,0.9,1,0,4.0
20,f,5.5,4.7,1.7,1.7,1.0,1,2,4.7,smk,1.2,1,0,3.92
20,f,7.0,6.5,2.2,3.6,2.0,1,1,14.6,SMK,1.6,1,0,4.0
19,m,4.9,3.9,4.0,4.0,1.0,2,1,11.4,SMA,1.2,1,0,2.81
20,f,6.1,6.4,2.2,2.0,2.0,1,0,6.1,SMA,0.7,1,0,4.0
19,F,4.2,6.7,1.8,2.2,2.0,1,0,15.0,sma,0.6,1,0,4.0
19,F,4.4,3.4,5.0,3.0,0.0,1,2,21.2,SMK,1.6,0,0,2.41
20,F,4.7,5.3,2.0,1.2,1.0,2,1,7.5,SMK,0.6,1,1,3.94
20,F,,4.0,4.2,3.6,0.0,0,2,5.4,SMK,1.1,1,1,2.85
20,F,6.9,3.2,1.6,1.0,0.0,2,2,2.2,SMA,1.2,1,1,3.6
18,f,5.4,5.5,1.3,3.1,1.0,0,1,12.6,sma,0.3,1,0,3.74
18,m,4.3,6.2,4.1,2.8,2.0,0,0,20.3,smk,1.6,1,0,3.75
19,m,6.6,5.6,3.7,3.4,0.0,0,1,21.5,smk,0.2,0,0,3.24
18,m,6.9,7.5,3.8,1.3,0.0,1,0,19.3,SMK,1.6,1,0,4.0
18,F,4.4,5.1,1.6,3.1,2.0,0,1,15.0,SMK,0.2,1,0,3.38
18,m,5.2,7.2,3.0,2.4,2.0,1,1,2.3,smk,1.1,1,1,4.0
19,M,5.7,4.2,4.2,2.5,0.0,1,1,19.6,sma,0.2,1,0,3.01
20,male,5.0,5.7,3.2,2.1,0.0,0,1,8.9,smk,0.6,1,0,3.59
20,female,6.3,4.0,3.8,1.1,2.0,1,2,9.1,SMA,1.1,1,0,3.83
19,M,6.5,5.1,1.8,1.8,0.0,1,1,5.7,smk,1.9,1,0,4.0
19,M,4.4,7.6,3.0,2.4,1.0,1,1,2.2,smk,0.2,0,1,3.78
19,male,,3.8,2.1,2.1,2.0,0,1,5.7,SMA,0.6,1,0,3.47
19,male,6.8,6.2,4.2,2.4,1.0,2,0,3.8,SMA,1.5,0,0,3.96
